X,Y,Point index
59,145,0
59,151,1
59,157,2
60,163,3
61,169,4
62,175,5
63,181,6
65,187,7
67,192,8
70,198,9
74,203,10
152,185,11
149,185,12
145,184,13
142,184,14
139,183,15
135,183,16
132,183,17
129,183,18
125,183,19
122,183,20
78,207,21
119,183,22
115,183,23
112,184,24
108,184,25
147,124,26
149,122,27
151,120,28
153,119,29
156,118,30
158,117,31
83,211,32
161,117,33
164,117,34
167,118,35
169,119,36
171,122,37
171,124,38
169,126,39
166,127,40
163,127,41
161,127,42
88,214,43
158,127,44
155,127,45
152,126,46
149,125,47
109,123,48
107,121,49
105,120,50
103,118,51
100,118,52
98,117,53
93,217,54
95,117,55
92,118,56
90,119,57
88,121,58
86,123,59
87,125,60
89,126,61
92,127,62
94,127,63
97,127,64
99,219,65
100,127,66
103,126,67
105,126,68
108,125,69
140,103,70
143,99,71
147,96,72
152,95,73
157,94,74
162,94,75
105,221,76
167,94,77
171,96,78
176,98,79
180,100,80
183,104,81
182,108,82
178,106,83
173,105,84
169,104,85
164,103,86
111,222,87
159,103,88
154,104,89
149,105,90
144,105,91
114,103,92
111,100,93
107,98,94
103,97,95
98,96,96
93,96,97
117,223,98
88,97,99
84,98,100
79,100,101
76,103,102
73,107,103
74,110,104
78,108,105
83,107,106
87,105,107
92,104,108
123,224,109
96,104,110
101,105,111
106,106,112
111,106,113
129,224,114
135,224,115
141,223,116
146,222,117
152,220,118
158,218,119
163,215,120
168,213,121
173,209,122
178,206,123
182,201,124
186,197,125
188,191,126
191,186,127
192,180,128
194,174,129
195,168,130
196,162,131
197,156,132
197,150,133
198,144,134
117,143,135
114,147,136
111,151,137
110,156,138
110,160,139
114,163,140
119,164,141
124,165,142
129,165,143
134,165,144
139,165,145
144,164,146
148,162,147
149,157,148
147,152,149
144,148,150
142,144,151
102,185,152
105,183,153
108,181,154
112,180,155
116,179,156
119,178,157
123,178,158
127,178,159
131,178,160
135,178,161
139,179,162
143,180,163
147,181,164
151,182,165
154,185,166
152,188,167
148,189,168
144,190,169
140,191,170
137,191,171
133,191,172
129,191,173
125,191,174
121,191,175
117,190,176
113,189,177
109,188,178
105,187,179
105,185,180
108,185,181
111,184,182
114,184,183
118,184,184
121,184,185
124,185,186
127,185,187
131,185,188
134,184,189
137,184,190
141,184,191
144,185,192
148,185,193
