,X,Y
0,52,125
1,52,143
2,52,160
3,54,179
4,59,196
5,71,210
6,87,222
7,104,232
8,126,235
9,147,234
10,164,225
11,177,213
12,188,198
13,195,181
14,198,163
15,198,145
16,197,127
17,72,112
18,82,106
19,95,105
20,108,107
21,120,112
22,138,113
23,150,109
24,163,106
25,176,106
26,186,113
27,130,120
28,130,130
29,131,140
30,132,151
31,113,160
32,121,162
33,131,165
34,140,162
35,148,159
36,85,122
37,92,119
38,100,119
39,109,123
40,100,124
41,92,124
42,149,124
43,156,120
44,165,120
45,173,123
46,165,125
47,157,124
48,97,184
49,109,179
50,121,176
51,131,178
52,141,176
53,152,178
54,163,186
55,152,194
56,141,198
57,131,199
58,120,197
59,108,192
60,102,184
61,121,185
62,131,186
63,140,186
64,158,186
65,141,185
66,131,186
67,121,185
