,x,y
0,1,57
1,2,81
2,5,105
3,9,129
4,20,150
5,38,167
6,57,181
7,77,194
8,98,198
9,118,193
10,135,178
11,149,162
12,162,144
13,169,124
14,170,102
15,171,81
16,171,60
17,25,36
18,41,32
19,57,32
20,72,35
21,87,42
22,113,44
23,126,37
24,140,33
25,154,33
26,166,39
27,100,59
28,100,75
29,101,90
30,102,106
31,84,113
32,92,116
33,101,120
34,108,117
35,115,114
36,42,57
37,53,53
38,65,54
39,75,62
40,63,64
41,52,63
42,119,62
43,129,56
44,141,55
45,151,59
46,142,65
47,131,65
48,59,138
49,74,133
50,89,131
51,100,133
52,110,131
53,121,133
54,132,138
55,123,155
56,111,162
57,100,163
58,88,162
59,73,155
60,65,140
61,89,138
62,100,139
63,110,138
64,126,140
65,110,149
66,100,150
67,89,149
