,x,y
0,-1,64
1,0,87
2,4,110
3,9,133
4,18,153
5,33,171
6,50,185
7,71,196
8,92,199
9,111,192
10,126,178
11,140,162
12,152,145
13,160,127
14,164,107
15,167,89
16,169,70
17,22,41
18,35,32
19,51,28
20,68,30
21,83,37
22,117,36
23,130,30
24,143,28
25,156,31
26,163,39
27,100,58
28,101,72
29,101,86
30,102,100
31,82,110
32,91,112
33,100,115
34,108,112
35,115,110
36,42,61
37,52,55
38,63,56
39,73,63
40,63,64
41,51,64
42,120,62
43,130,55
44,141,55
45,149,61
46,141,64
47,131,64
48,53,134
49,71,130
50,88,129
51,98,130
52,108,129
53,121,129
54,132,133
55,120,149
56,107,156
57,96,157
58,85,157
59,68,151
60,59,135
61,88,134
62,98,135
63,108,134
64,126,135
65,107,147
66,97,148
67,86,148
