,X,Y
0,56,123
1,57,143
2,58,162
3,59,181
4,63,200
5,74,214
6,90,225
7,109,233
8,131,235
9,152,232
10,170,222
11,187,211
12,198,197
13,203,180
14,203,161
15,202,142
16,203,123
17,65,113
18,73,101
19,87,98
20,102,100
21,116,106
22,138,107
23,151,101
24,165,97
25,180,100
26,188,110
27,127,117
28,127,128
29,128,138
30,128,149
31,116,163
32,122,163
33,128,164
34,134,163
35,140,162
36,84,121
37,91,117
38,100,117
39,108,122
40,100,124
41,91,125
42,147,122
43,156,117
44,165,117
45,172,121
46,165,125
47,156,124
48,102,188
49,113,184
50,121,181
51,128,183
52,136,181
53,146,183
54,157,186
55,147,189
56,137,190
57,129,191
58,121,191
59,113,190
60,106,187
61,122,185
62,129,186
63,137,185
64,153,186
65,137,184
66,129,185
67,121,184
