,x,y
0,-6,62
1,-5,88
2,-2,112
3,0,136
4,9,157
5,26,173
6,48,185
7,70,194
8,93,196
9,115,194
10,132,183
11,147,170
12,158,153
13,164,133
14,168,113
15,170,92
16,170,71
17,12,45
18,27,32
19,48,28
20,69,30
21,89,36
22,115,37
23,131,34
24,146,33
25,161,38
26,168,52
27,102,57
28,103,70
29,104,82
30,105,96
31,80,109
32,91,111
33,102,114
34,111,112
35,120,110
36,37,60
37,48,55
38,60,55
39,72,62
40,59,63
41,47,63
42,119,65
43,130,58
44,142,59
45,151,66
46,142,68
47,130,67
48,59,138
49,75,133
50,90,130
51,100,133
52,108,130
53,118,134
54,128,141
55,118,151
56,107,155
57,98,155
58,88,154
59,74,149
60,65,139
61,90,139
62,99,140
63,108,140
64,122,142
65,107,141
66,99,142
67,89,140
