,x,y
0,15,72
1,14,95
2,16,116
3,20,138
4,27,159
5,39,178
6,56,192
7,77,200
8,102,202
9,128,200
10,150,192
11,168,179
12,181,160
13,189,139
14,192,116
15,193,93
16,193,69
17,28,46
18,38,37
19,53,35
20,67,38
21,80,45
22,114,44
23,127,37
24,142,34
25,157,36
26,171,43
27,98,59
28,98,74
29,97,89
30,97,104
31,78,112
32,88,115
33,97,118
34,107,115
35,117,112
36,43,61
37,53,57
38,64,57
39,75,63
40,63,64
41,53,63
42,123,63
43,134,58
44,144,57
45,155,61
46,145,64
47,134,64
48,58,138
49,72,130
50,87,127
51,98,129
52,110,127
53,127,130
54,142,138
55,128,155
56,111,161
57,99,162
58,86,161
59,71,155
60,62,139
61,87,133
62,98,134
63,110,133
64,138,139
65,111,151
66,99,152
67,87,151
