,X,Y
0,58,131
1,59,149
2,61,167
3,63,185
4,67,203
5,76,219
6,89,232
7,106,242
8,127,245
9,147,242
10,162,232
11,175,218
12,184,202
13,188,185
14,191,166
15,193,150
16,194,132
17,70,116
18,79,106
19,93,102
20,108,103
21,122,107
22,136,106
23,150,102
24,164,101
25,178,106
26,186,116
27,129,119
28,129,129
29,130,139
30,130,150
31,115,161
32,123,163
33,130,165
34,137,163
35,143,162
36,87,123
37,94,116
38,104,116
39,112,123
40,104,125
41,94,126
42,145,123
43,154,116
44,164,116
45,171,122
46,164,126
47,155,125
48,107,191
49,114,180
50,123,176
51,129,178
52,136,176
53,145,181
54,151,192
55,144,196
56,136,198
57,128,199
58,122,198
59,114,195
60,112,190
61,123,187
62,129,187
63,136,187
64,146,191
65,136,187
66,129,188
67,122,186
