,X,Y
0,57,118
1,58,139
2,61,159
3,64,179
4,71,197
5,82,213
6,95,228
7,110,240
8,128,244
9,146,241
10,162,230
11,175,217
12,185,201
13,191,182
14,194,162
15,197,142
16,198,122
17,68,106
18,76,95
19,90,93
20,104,96
21,117,102
22,140,102
23,154,96
24,167,93
25,181,97
26,189,108
27,129,117
28,129,127
29,130,137
30,130,148
31,116,162
32,123,162
33,130,163
34,136,162
35,142,162
36,84,121
37,92,116
38,101,116
39,109,122
40,100,125
41,91,125
42,147,123
43,155,118
44,165,118
45,172,123
46,165,126
47,156,126
48,99,186
49,111,182
50,121,180
51,129,182
52,137,181
53,147,183
54,159,188
55,148,201
56,137,205
57,129,206
58,120,205
59,110,199
60,104,187
61,121,187
62,129,188
63,137,187
64,154,189
65,137,195
66,129,195
67,121,194
