,x,y
0,21,55
1,23,76
2,27,97
3,32,118
4,38,138
5,49,157
6,62,173
7,79,187
8,101,191
9,125,188
10,145,175
11,161,158
12,174,137
13,181,115
14,185,92
15,188,69
16,189,46
17,32,40
18,42,34
19,55,32
20,68,35
21,80,41
22,114,36
23,128,30
24,141,26
25,155,26
26,167,34
27,97,56
28,97,71
29,96,85
30,95,99
31,83,111
32,90,113
33,98,115
34,106,113
35,113,111
36,47,61
37,56,57
38,67,57
39,76,62
40,66,64
41,55,64
42,123,59
43,133,54
44,143,53
45,152,56
46,144,61
47,134,61
48,70,140
49,79,134
50,90,132
51,98,135
52,106,133
53,117,136
54,128,143
55,118,154
56,106,159
57,98,159
58,89,158
59,78,152
60,75,141
61,90,142
62,98,143
63,106,143
64,124,144
65,105,146
66,97,147
67,89,146
