,x,y
0,27,58
1,28,79
2,31,99
3,35,118
4,43,137
5,53,154
6,66,170
7,82,183
8,100,188
9,120,185
10,139,175
11,156,162
12,170,146
13,179,126
14,183,104
15,184,81
16,184,59
17,31,39
18,40,29
19,55,27
20,70,30
21,84,37
22,110,37
23,124,31
24,140,28
25,155,30
26,168,39
27,95,55
28,95,72
29,95,90
30,94,108
31,79,113
32,87,118
33,96,122
34,106,118
35,116,114
36,46,56
37,56,51
38,66,52
39,76,60
40,65,62
41,54,61
42,122,61
43,132,54
44,143,53
45,153,59
46,143,64
47,132,64
48,67,133
49,78,133
50,90,133
51,99,136
52,107,133
53,121,134
54,137,134
55,121,148
56,107,154
57,97,155
58,88,154
59,77,147
60,73,135
61,89,140
62,98,141
63,107,140
64,131,136
65,107,142
66,98,143
67,89,141
