,X,Y
0,60,120
1,61,138
2,64,155
3,68,172
4,74,189
5,85,203
6,98,215
7,112,225
8,128,227
9,143,225
10,157,215
11,169,202
12,178,188
13,183,172
14,187,154
15,191,137
16,193,119
17,67,111
18,77,104
19,89,101
20,103,100
21,116,104
22,141,104
23,154,100
24,167,100
25,180,103
26,188,112
27,129,120
28,129,132
29,130,145
30,130,157
31,117,166
32,123,168
33,130,170
34,135,168
35,141,166
36,84,122
37,91,117
38,101,116
39,109,123
40,100,124
41,91,125
42,146,123
43,155,117
44,164,116
45,172,121
46,165,125
47,155,124
48,103,187
49,113,183
50,122,180
51,129,182
52,135,180
53,143,183
54,151,187
55,144,195
56,136,198
57,129,198
58,121,198
59,113,195
60,108,187
61,122,187
62,129,187
63,135,187
64,147,187
65,135,187
66,129,188
67,122,187
