,x,y
0,0,52
1,-1,76
2,0,101
3,2,126
4,11,150
5,28,169
6,48,185
7,71,197
8,94,199
9,115,195
10,133,180
11,149,166
12,163,148
13,172,128
14,178,106
15,182,84
16,184,60
17,19,43
18,35,34
19,53,32
20,71,35
21,87,43
22,114,42
23,130,36
24,146,33
25,162,38
26,173,48
27,101,60
28,101,75
29,100,90
30,100,105
31,78,112
32,88,115
33,99,118
34,109,116
35,118,113
36,38,59
37,50,55
38,62,57
39,73,65
40,61,65
41,48,64
42,121,66
43,132,58
44,144,58
45,154,63
46,145,66
47,133,67
48,51,132
49,70,128
50,87,128
51,97,131
52,108,129
53,125,131
54,142,133
55,125,151
56,108,158
57,97,159
58,86,158
59,69,150
60,56,133
61,87,134
62,97,136
63,108,135
64,137,134
65,109,149
66,98,151
67,87,149
