,X,Y
0,51,115
1,54,136
2,59,155
3,63,174
4,70,192
5,81,207
6,95,219
7,112,227
8,130,229
9,146,225
10,160,216
11,173,204
12,181,189
13,186,172
14,189,154
15,193,136
16,195,116
17,68,106
18,78,100
19,90,99
20,102,101
21,113,106
22,144,106
23,154,101
24,165,98
25,177,99
26,185,105
27,130,121
28,131,133
29,131,145
30,132,158
31,116,164
32,123,166
33,131,168
34,138,166
35,145,163
36,83,122
37,91,116
38,101,117
39,109,124
40,101,126
41,91,126
42,147,124
43,155,116
44,164,116
45,172,121
46,165,125
47,156,126
48,101,185
49,113,181
50,123,180
51,130,181
52,137,180
53,145,181
54,154,183
55,145,189
56,137,192
57,130,193
58,123,193
59,112,190
60,105,184
61,123,186
62,130,186
63,137,185
64,150,184
65,137,185
66,130,186
67,123,185
