,x,y
0,12,64
1,14,86
2,17,108
3,20,130
4,29,150
5,42,168
6,59,183
7,77,195
8,99,198
9,120,193
10,137,180
11,152,165
12,164,149
13,171,130
14,175,109
15,176,87
16,176,66
17,28,41
18,40,33
19,55,31
20,70,33
21,84,39
22,113,40
23,126,36
24,139,33
25,152,33
26,164,39
27,99,57
28,99,73
29,100,88
30,100,105
31,83,114
32,91,116
33,99,119
34,107,116
35,115,113
36,43,60
37,53,51
38,66,52
39,77,63
40,65,65
41,53,65
42,119,62
43,129,52
44,142,51
45,152,60
46,143,64
47,130,64
48,61,138
49,75,134
50,89,131
51,98,133
52,107,131
53,119,133
54,132,138
55,120,153
56,108,160
57,98,161
58,88,161
59,74,154
60,67,140
61,89,138
62,99,139
63,107,138
64,126,139
65,107,148
66,98,150
67,89,149
