,X,Y
0,63,131
1,64,147
2,65,162
3,67,178
4,73,193
5,82,207
6,95,218
7,110,227
8,127,229
9,143,226
10,158,217
11,172,206
12,183,193
13,188,178
14,190,162
15,192,147
16,194,130
17,71,117
18,79,109
19,91,106
20,105,107
21,117,112
22,139,111
23,151,105
24,165,103
25,178,107
26,187,116
27,128,120
28,127,130
29,127,140
30,127,151
31,112,160
32,119,162
33,127,165
34,134,162
35,141,160
36,85,124
37,93,120
38,101,120
39,109,126
40,101,126
41,93,126
42,148,125
43,156,119
44,165,118
45,171,123
46,165,125
47,157,125
48,92,175
49,106,175
50,119,175
51,127,177
52,135,175
53,148,176
54,164,175
55,149,187
56,136,192
57,126,193
58,118,192
59,105,188
60,96,177
61,118,180
62,127,181
63,135,180
64,159,176
65,135,185
66,126,186
67,118,185
