,x,y
0,29,60
1,29,82
2,33,103
3,39,123
4,45,142
5,56,160
6,68,175
7,83,188
8,102,192
9,123,189
10,144,179
11,162,166
12,177,150
13,188,131
14,194,108
15,196,85
16,196,62
17,32,36
18,42,28
19,56,29
20,69,34
21,82,40
22,108,37
23,123,31
24,138,26
25,154,26
26,170,31
27,96,57
28,95,71
29,94,86
30,93,101
31,82,111
32,88,114
33,95,116
34,103,114
35,112,111
36,47,58
37,55,51
38,67,52
39,78,62
40,66,65
41,54,65
42,121,61
43,129,50
44,143,50
45,155,57
46,145,64
47,132,64
48,72,142
49,80,134
50,89,129
51,97,132
52,105,129
53,117,133
54,130,142
55,118,154
56,106,159
57,97,160
58,89,159
59,80,155
60,78,143
61,89,141
62,97,142
63,105,141
64,124,142
65,105,143
66,97,144
67,89,143
