,x,y
0,43,64
1,43,84
2,46,103
3,53,122
4,61,141
5,70,159
6,81,176
7,93,192
8,110,197
9,131,196
10,153,186
11,175,172
12,192,154
13,202,130
14,207,104
15,210,77
16,210,51
17,40,36
18,46,28
19,57,30
20,68,35
21,79,42
22,100,37
23,118,29
24,136,25
25,155,26
26,170,33
27,91,57
28,89,73
29,88,90
30,86,107
31,80,115
32,85,119
33,92,121
34,100,118
35,109,115
36,52,56
37,59,49
38,71,50
39,80,60
40,69,63
41,58,62
42,121,59
43,130,49
44,143,49
45,154,55
46,144,61
47,132,62
48,77,141
49,82,134
50,89,131
51,96,133
52,104,131
53,118,134
54,134,140
55,120,150
56,107,157
57,98,158
58,91,157
59,83,151
60,82,142
61,90,141
62,97,141
63,105,140
64,128,140
65,105,141
66,97,142
67,90,141
