,x,y
0,14,56
1,15,79
2,18,100
3,23,121
4,32,141
5,45,158
6,60,174
7,78,187
8,99,190
9,119,187
10,137,175
11,153,160
12,167,145
13,177,127
14,183,106
15,185,85
16,185,62
17,25,41
18,38,34
19,54,33
20,69,37
21,84,44
22,113,43
23,126,36
24,141,33
25,156,33
26,171,39
27,98,59
28,97,76
29,97,93
30,97,109
31,81,116
32,88,119
33,97,122
34,106,119
35,114,115
36,43,57
37,54,51
38,66,52
39,76,61
40,64,62
41,52,62
42,121,62
43,131,52
44,143,52
45,154,58
46,144,63
47,132,63
48,64,133
49,76,133
50,89,132
51,98,134
52,107,131
53,120,132
54,134,132
55,120,146
56,108,153
57,98,155
58,88,154
59,76,147
60,69,135
61,89,140
62,98,141
63,107,140
64,128,134
65,108,140
66,99,142
67,89,140
