,x,y
0,16,55
1,17,78
2,21,102
3,24,125
4,30,148
5,42,169
6,57,188
7,74,201
8,97,204
9,121,202
10,140,190
11,157,173
12,171,152
13,179,129
14,183,104
15,185,79
16,186,55
17,29,46
18,40,36
19,54,35
20,69,37
21,83,41
22,112,40
23,126,35
24,140,35
25,154,38
26,166,45
27,97,56
28,97,72
29,97,88
30,97,105
31,81,113
32,89,116
33,98,119
34,106,116
35,115,113
36,47,57
37,57,52
38,68,53
39,77,61
40,66,63
41,55,62
42,119,61
43,128,54
44,139,53
45,148,58
46,140,63
47,130,64
48,58,135
49,73,134
50,87,134
51,98,136
52,110,134
53,124,134
54,139,134
55,126,153
56,111,162
57,99,164
58,87,163
59,72,155
60,62,138
61,87,139
62,98,140
63,110,139
64,135,137
65,111,153
66,98,155
67,87,153
