,x,y
0,30,64
1,30,84
2,32,102
3,36,121
4,43,141
5,53,161
6,66,179
7,82,197
8,103,202
9,128,199
10,152,190
11,174,175
12,190,155
13,199,131
14,201,105
15,202,79
16,201,53
17,32,49
18,38,37
19,52,35
20,66,38
21,80,42
22,105,40
23,123,32
24,141,28
25,160,27
26,176,37
27,92,57
28,91,73
29,90,89
30,88,106
31,78,113
32,85,117
33,94,120
34,103,117
35,113,114
36,49,62
37,57,57
38,68,56
39,78,62
40,68,65
41,57,66
42,123,58
43,134,51
44,145,50
45,156,54
46,146,60
47,134,60
48,71,134
49,78,133
50,87,132
51,96,135
52,105,133
53,120,134
54,137,134
55,122,148
56,107,155
57,97,156
58,88,154
59,79,147
60,76,136
61,87,140
62,96,141
63,105,141
64,131,136
65,106,143
66,97,144
67,87,142
