,X,Y
0,47,128
1,47,148
2,48,168
3,50,189
4,59,207
5,74,222
6,91,234
7,111,243
8,130,245
9,148,241
10,162,228
11,174,212
12,184,195
13,190,176
14,192,157
15,193,139
16,192,121
17,67,111
18,78,103
19,90,100
20,104,102
21,116,106
22,142,106
23,153,101
24,165,100
25,177,102
26,186,109
27,130,120
28,131,133
29,133,147
30,134,161
31,116,168
32,124,171
33,132,173
34,140,170
35,147,167
36,83,122
37,91,118
38,100,119
39,108,124
40,99,124
41,91,123
42,148,124
43,155,118
44,163,117
45,171,121
46,164,122
47,156,123
48,92,185
49,108,183
50,122,183
51,131,183
52,140,182
53,152,182
54,163,183
55,153,201
56,142,210
57,132,212
58,122,211
59,107,203
60,95,187
61,122,189
62,132,190
63,140,188
64,159,185
65,141,200
66,131,202
67,122,201
