,x,y
0,0,60
1,1,83
2,2,105
3,6,128
4,16,149
5,32,167
6,51,183
7,73,195
8,96,199
9,118,195
10,135,182
11,151,165
12,162,145
13,168,124
14,173,103
15,176,81
16,177,60
17,21,47
18,33,36
19,51,32
20,69,35
21,87,41
22,110,40
23,127,35
24,143,32
25,160,34
26,169,47
27,100,57
28,101,73
29,103,89
30,104,105
31,82,112
32,92,115
33,101,118
34,110,116
35,119,113
36,41,60
37,50,55
38,62,55
39,74,62
40,62,65
41,50,65
42,121,61
43,130,54
44,142,54
45,152,60
46,143,64
47,131,64
48,63,136
49,76,132
50,89,130
51,99,133
52,107,131
53,117,134
54,127,140
55,118,152
56,107,158
57,98,159
58,88,157
59,75,149
60,70,137
61,89,138
62,99,139
63,107,139
64,122,141
65,107,144
66,98,145
67,88,143
