,x,y
0,11,69
1,12,90
2,16,112
3,20,134
4,26,156
5,38,176
6,55,191
7,75,202
8,98,204
9,121,202
10,142,192
11,160,177
12,173,157
13,179,135
14,183,114
15,186,92
16,187,70
17,23,52
18,33,41
19,48,37
20,65,37
21,82,40
22,114,41
23,131,38
24,147,38
25,163,41
26,174,51
27,98,57
28,98,71
29,98,86
30,98,101
31,81,111
32,89,115
33,98,118
34,107,115
35,116,112
36,42,62
37,52,56
38,64,56
39,75,63
40,63,65
41,52,65
42,122,64
43,133,58
44,145,58
45,154,64
46,145,67
47,133,67
48,57,134
49,71,132
50,87,131
51,99,133
52,109,131
53,126,132
54,142,135
55,126,151
56,110,159
57,98,161
58,86,159
59,70,151
60,62,137
61,87,138
62,99,139
63,109,138
64,137,137
65,109,147
66,98,149
67,87,148
