,X,Y
0,50,132
1,52,151
2,55,170
3,59,189
4,66,206
5,79,219
6,96,229
7,114,235
8,133,237
9,150,233
10,165,223
11,177,211
12,185,196
13,188,180
14,190,164
15,191,148
16,191,133
17,67,109
18,76,97
19,91,92
20,107,93
21,120,100
22,141,101
23,153,97
24,167,97
25,179,101
26,185,111
27,132,118
28,133,127
29,134,136
30,135,146
31,118,163
32,126,164
33,134,165
34,141,164
35,147,163
36,85,120
37,93,115
38,102,116
39,111,122
40,102,122
41,92,122
42,149,124
43,157,118
44,165,119
45,172,124
46,165,125
47,157,124
48,102,191
49,115,184
50,126,179
51,133,181
52,140,179
53,149,184
54,157,192
55,148,198
56,139,201
57,132,201
58,124,200
59,114,197
60,107,191
61,126,189
62,133,189
63,140,189
64,153,192
65,139,190
66,132,190
67,125,190
