,x,y
0,1,55
1,3,79
2,6,103
3,10,126
4,19,148
5,33,167
6,54,182
7,76,195
8,98,200
9,121,196
10,140,182
11,156,166
12,168,147
13,174,126
14,177,104
15,178,82
16,178,59
17,23,44
18,37,34
19,54,31
20,71,33
21,87,40
22,112,40
23,126,33
24,142,30
25,157,33
26,168,44
27,99,58
28,99,75
29,100,92
30,100,109
31,81,116
32,90,119
33,100,122
34,109,119
35,118,115
36,43,60
37,53,54
38,65,54
39,75,63
40,64,64
41,53,63
42,119,64
43,130,56
44,141,54
45,151,60
46,142,64
47,130,65
48,54,132
49,71,130
50,88,131
51,100,133
52,111,130
53,125,131
54,140,133
55,126,153
56,112,160
57,100,162
58,87,160
59,70,151
60,59,134
61,88,137
62,100,138
63,111,137
64,135,136
65,111,149
66,100,150
67,87,149
