,X,Y
0,60,125
1,60,142
2,61,157
3,64,173
4,70,189
5,80,202
6,94,213
7,109,222
8,127,225
9,145,223
10,161,215
11,175,203
12,185,189
13,192,173
14,195,157
15,196,139
16,196,122
17,71,112
18,80,104
19,93,102
20,105,104
21,117,109
22,139,109
23,151,104
24,164,102
25,177,103
26,187,110
27,128,121
28,128,132
29,128,144
30,128,155
31,114,162
32,121,164
33,128,166
34,136,164
35,143,162
36,84,123
37,92,119
38,101,119
39,110,125
40,100,126
41,91,126
42,147,125
43,155,119
44,165,118
45,173,122
46,165,125
47,156,126
48,96,176
49,107,172
50,119,172
51,128,173
52,137,172
53,149,173
54,159,177
55,150,193
56,138,200
57,128,201
58,117,200
59,106,192
60,100,177
61,118,177
62,128,178
63,137,178
64,156,178
65,137,188
66,128,190
67,118,188
