,x,y
0,19,58
1,18,80
2,19,101
3,24,121
4,33,140
5,46,157
6,61,172
7,79,187
8,100,193
9,123,191
10,143,177
11,161,160
12,177,142
13,188,121
14,193,98
15,197,74
16,198,48
17,28,37
18,42,32
19,57,36
20,71,40
21,85,46
22,105,45
23,122,38
24,140,33
25,159,32
26,175,39
27,95,61
28,95,79
29,95,96
30,94,113
31,78,116
32,87,120
33,96,124
34,106,120
35,116,117
36,40,58
37,52,53
38,64,54
39,74,64
40,62,65
41,50,64
42,122,64
43,134,55
44,147,54
45,158,60
46,147,65
47,135,65
48,59,130
49,72,128
50,86,127
51,97,129
52,107,128
53,124,128
54,141,130
55,125,148
56,108,157
57,97,159
58,85,157
59,72,148
60,65,132
61,86,134
62,97,135
63,108,134
64,136,131
65,108,145
66,97,146
67,86,144
