,X,Y
0,58,120
1,60,138
2,63,156
3,65,174
4,71,191
5,80,206
6,93,219
7,108,228
8,126,230
9,146,228
10,164,221
11,182,210
12,195,196
13,203,178
14,207,159
15,209,138
16,209,117
17,68,110
18,76,99
19,91,98
20,105,101
21,119,106
22,132,106
23,147,99
24,163,95
25,179,96
26,191,107
27,125,117
28,124,129
29,124,140
30,123,152
31,110,163
32,117,165
33,124,166
34,132,164
35,141,163
36,84,122
37,91,117
38,101,116
39,109,123
40,100,126
41,90,126
42,146,122
43,154,116
44,164,115
45,173,119
46,165,124
47,155,125
48,99,189
49,107,185
50,115,183
51,123,185
52,131,183
53,142,185
54,153,189
55,142,196
56,132,200
57,123,201
58,115,200
59,106,196
60,103,189
61,115,189
62,124,190
63,131,189
64,148,189
65,131,189
66,123,190
67,115,189
