,x,y
0,47,65
1,42,84
2,42,103
3,50,122
4,61,141
5,72,159
6,80,178
7,88,197
8,107,203
9,130,203
10,154,196
11,178,184
12,198,168
13,211,145
14,216,117
15,217,87
16,215,58
17,43,34
18,48,29
19,57,31
20,66,35
21,75,42
22,99,38
23,117,32
24,135,30
25,153,32
26,169,39
27,88,61
28,85,78
29,82,95
30,78,111
31,71,118
32,78,124
33,88,127
34,99,122
35,111,118
36,55,56
37,62,50
38,72,51
39,81,61
40,71,62
41,61,61
42,121,62
43,130,52
44,141,51
45,152,58
46,142,62
47,131,63
48,73,134
49,77,132
50,86,133
51,95,135
52,107,133
53,130,132
54,156,133
55,134,156
56,113,166
57,100,167
58,89,165
59,80,155
60,78,138
61,87,139
62,96,140
63,108,139
64,151,135
65,111,156
66,98,156
67,88,153
