,x,y
0,39,61
1,39,81
2,43,101
3,51,119
4,58,138
5,67,156
6,79,171
7,91,185
8,107,189
9,126,185
10,147,174
11,167,159
12,184,141
13,196,120
14,201,97
15,202,72
16,203,47
17,36,40
18,46,36
19,57,39
20,68,43
21,80,48
22,107,45
23,122,39
24,137,36
25,152,34
26,168,38
27,93,60
28,92,75
29,91,89
30,90,103
31,82,113
32,88,117
33,94,119
34,102,115
35,110,112
36,51,56
37,58,51
38,68,52
39,77,60
40,67,60
41,58,60
42,123,59
43,131,51
44,141,51
45,151,56
46,142,59
47,132,59
48,76,142
49,83,136
50,90,133
51,97,135
52,104,132
53,116,135
54,130,140
55,118,151
56,107,156
57,98,157
58,91,156
59,83,152
60,80,143
61,90,142
62,97,142
63,105,141
64,125,141
65,105,143
66,98,144
67,90,143
