,x,y
0,43,70
1,39,89
2,38,107
3,42,127
4,49,147
5,60,165
6,72,181
7,82,198
8,100,203
9,123,203
10,147,197
11,170,185
12,190,168
13,201,145
14,206,118
15,209,90
16,210,62
17,43,42
18,48,34
19,58,35
20,67,38
21,76,43
22,106,41
23,122,34
24,138,31
25,155,34
26,170,41
27,90,59
28,87,74
29,83,89
30,80,104
31,75,115
32,81,118
33,88,120
34,98,117
35,109,115
36,53,61
37,60,54
38,71,54
39,81,64
40,70,64
41,60,64
42,122,62
43,131,53
44,142,52
45,154,59
46,143,62
47,132,63
48,70,137
49,76,133
50,85,132
51,94,135
52,105,132
53,126,133
54,149,138
55,129,158
56,109,166
57,97,167
58,87,165
59,78,155
60,75,139
61,86,139
62,95,141
63,106,140
64,145,139
65,108,157
66,96,157
67,87,154
