,X,Y
0,63,114
1,65,132
2,68,150
3,72,168
4,79,184
5,89,199
6,100,212
7,114,222
8,128,225
9,143,222
10,158,212
11,172,200
12,184,185
13,191,168
14,195,150
15,199,132
16,201,113
17,70,108
18,79,103
19,90,103
20,101,106
21,111,110
22,141,111
23,152,107
24,164,104
25,177,105
26,187,110
27,126,123
28,125,136
29,125,148
30,124,161
31,113,165
32,119,167
33,125,169
34,132,167
35,139,165
36,84,121
37,91,117
38,100,118
39,107,125
40,99,125
41,90,124
42,147,125
43,155,119
44,163,118
45,172,122
46,165,125
47,156,126
48,101,180
49,109,178
50,119,176
51,127,178
52,135,176
53,145,176
54,156,179
55,147,195
56,136,202
57,127,204
58,119,202
59,109,194
60,104,181
61,119,182
62,127,182
63,135,181
64,153,180
65,136,193
66,127,195
67,119,193
