,X,Y
0,60,122
1,61,140
2,63,158
3,66,176
4,71,193
5,81,208
6,94,221
7,109,232
8,127,236
9,145,233
10,160,223
11,173,209
12,183,194
13,189,177
14,193,159
15,196,141
16,199,122
17,70,111
18,79,104
19,91,103
20,104,104
21,116,108
22,135,108
23,148,103
24,162,100
25,176,102
26,187,109
27,125,121
28,125,133
29,124,145
30,124,157
31,110,165
32,117,167
33,125,169
34,133,166
35,141,164
36,83,121
37,91,117
38,100,118
39,108,125
40,99,125
41,91,124
42,146,125
43,155,118
44,164,117
45,172,121
46,164,124
47,156,125
48,96,183
49,106,179
50,117,177
51,125,179
52,135,177
53,147,180
54,159,183
55,147,195
56,135,201
57,125,203
58,116,201
59,105,195
60,99,184
61,117,183
62,125,184
63,135,183
64,155,184
65,135,192
66,125,193
67,117,192
