,x,y
0,2,59
1,1,82
2,2,105
3,6,128
4,17,148
5,32,164
6,50,178
7,70,189
8,93,193
9,114,189
10,131,175
11,145,159
12,158,141
13,165,120
14,170,98
15,173,76
16,174,54
17,29,34
18,42,27
19,56,28
20,70,31
21,83,38
22,115,38
23,127,31
24,140,27
25,155,26
26,166,35
27,99,57
28,101,75
29,102,92
30,103,109
31,83,116
32,92,119
33,101,122
34,110,119
35,117,116
36,45,57
37,55,52
38,67,53
39,75,62
40,64,64
41,53,62
42,119,62
43,128,53
44,140,50
45,148,56
46,141,62
47,130,63
48,58,133
49,76,133
50,90,132
51,99,134
52,107,133
53,118,133
54,130,134
55,118,145
56,107,149
57,98,150
58,88,149
59,75,144
60,63,135
61,89,138
62,99,139
63,107,139
64,125,136
65,107,139
66,98,140
67,89,138
