,X,Y
0,53,125
1,54,144
2,56,164
3,58,183
4,63,202
5,73,220
6,87,235
7,104,248
8,125,252
9,147,248
10,165,236
11,181,220
12,193,203
13,199,183
14,203,163
15,205,143
16,207,122
17,67,114
18,76,104
19,90,100
20,104,101
21,117,106
22,136,104
23,151,99
24,167,99
25,181,104
26,192,114
27,127,117
28,127,132
29,126,146
30,126,161
31,110,168
32,118,171
33,126,174
34,135,171
35,143,168
36,82,123
37,91,118
38,101,118
39,110,124
40,100,126
41,90,126
42,146,123
43,155,117
44,165,116
45,174,122
46,165,125
47,155,125
48,94,188
49,105,185
50,117,183
51,126,185
52,136,183
53,148,184
54,160,186
55,148,200
56,137,207
57,126,209
58,116,207
59,105,201
60,99,189
61,117,189
62,126,190
63,136,189
64,155,188
65,137,197
66,126,199
67,117,198
