,x,y
0,25,54
1,26,78
2,31,102
3,37,124
4,45,146
5,55,167
6,67,185
7,81,200
8,101,204
9,123,200
10,141,185
11,158,167
12,173,147
13,182,125
14,186,101
15,187,78
16,187,54
17,29,42
18,38,31
19,53,28
20,68,31
21,83,35
22,114,37
23,128,34
24,144,33
25,158,35
26,169,45
27,97,58
28,96,74
29,95,88
30,94,104
31,76,114
32,85,116
33,96,119
34,106,116
35,118,114
36,46,60
37,55,56
38,65,56
39,74,62
40,64,62
41,54,62
42,123,62
43,132,57
44,142,57
45,152,60
46,142,63
47,133,63
48,61,138
49,73,132
50,87,129
51,97,132
52,109,129
53,124,131
54,139,135
55,126,152
56,111,163
57,98,165
58,87,163
59,73,155
60,66,139
61,87,136
62,97,138
63,109,136
64,134,136
65,110,149
66,98,151
67,87,149
