,x,y
0,19,57
1,19,78
2,21,99
3,24,120
4,32,140
5,46,157
6,61,173
7,79,189
8,99,194
9,121,191
10,142,176
11,161,162
12,178,146
13,189,127
14,191,104
15,193,80
16,193,57
17,26,42
18,36,34
19,49,31
20,63,33
21,77,38
22,113,36
23,128,30
24,144,29
25,159,32
26,171,40
27,95,58
28,95,74
29,95,91
30,95,107
31,82,113
32,88,116
33,96,119
34,104,116
35,112,113
36,45,57
37,55,52
38,66,52
39,76,61
40,65,62
41,54,62
42,121,61
43,130,52
44,142,52
45,152,57
46,143,62
47,131,62
48,66,134
49,78,133
50,89,132
51,97,134
52,106,132
53,119,133
54,134,136
55,120,150
56,107,157
57,97,157
58,88,156
59,77,149
60,73,137
61,89,140
62,97,142
63,106,141
64,128,137
65,106,143
66,97,143
67,89,142
