,X,Y
0,53,133
1,54,152
2,55,170
3,60,189
4,69,205
5,82,218
6,98,228
7,113,238
8,131,241
9,148,238
10,162,228
11,175,218
12,186,204
13,193,187
14,196,168
15,196,149
16,195,130
17,67,113
18,75,103
19,88,97
20,102,97
21,116,100
22,139,99
23,151,96
24,163,96
25,175,99
26,183,108
27,129,116
28,130,126
29,130,135
30,131,145
31,113,156
32,121,158
33,131,160
34,140,158
35,148,155
36,83,123
37,90,118
38,100,117
39,109,122
40,100,124
41,91,125
42,146,122
43,154,117
44,163,117
45,171,121
46,164,124
47,155,124
48,100,183
49,110,175
50,123,171
51,130,173
52,137,171
53,150,175
54,160,184
55,149,196
56,139,201
57,130,201
58,122,200
59,110,194
60,105,183
61,122,180
62,130,180
63,138,180
64,155,184
65,138,190
66,130,191
67,122,189
