,x,y
0,6,59
1,7,82
2,9,105
3,12,128
4,21,149
5,34,168
6,51,185
7,71,197
8,93,200
9,116,197
10,134,183
11,150,167
12,162,148
13,169,127
14,173,105
15,175,83
16,175,61
17,26,37
18,38,27
19,54,24
20,70,27
21,86,32
22,114,34
23,127,28
24,142,26
25,157,29
26,165,41
27,99,54
28,100,69
29,101,84
30,102,99
31,84,114
32,92,115
33,100,117
34,107,116
35,115,114
36,44,59
37,54,53
38,64,54
39,74,61
40,64,63
41,53,62
42,121,62
43,130,55
44,140,54
45,150,60
46,141,63
47,130,64
48,65,140
49,79,135
50,91,131
51,100,133
52,107,131
53,117,135
54,128,141
55,118,154
56,107,160
57,99,161
58,90,160
59,78,154
60,70,141
61,91,139
62,99,140
63,107,139
64,123,142
65,107,147
66,99,148
67,91,147
