,X,Y
0,51,135
1,52,152
2,52,168
3,54,186
4,62,203
5,76,217
6,93,229
7,111,239
8,131,243
9,150,239
10,167,229
11,183,219
12,196,206
13,203,190
14,204,172
15,203,155
16,204,138
17,66,119
18,74,107
19,87,101
20,101,100
21,115,103
22,138,102
23,152,100
24,167,101
25,179,109
26,186,120
27,127,118
28,126,127
29,126,136
30,126,146
31,109,158
32,118,160
33,127,162
34,136,159
35,144,157
36,83,123
37,91,119
38,100,119
39,108,123
40,100,123
41,91,123
42,146,123
43,155,119
44,163,120
45,171,124
46,163,124
47,155,123
48,90,181
49,103,175
50,117,173
51,127,174
52,137,172
53,151,175
54,166,180
55,153,193
56,139,198
57,128,200
58,118,199
59,104,194
60,95,182
61,117,179
62,127,180
63,137,178
64,161,181
65,138,191
66,128,192
67,118,192
