,X,Y
0,54,128
1,56,146
2,58,165
3,59,185
4,64,203
5,75,219
6,90,233
7,107,243
8,125,248
9,145,246
10,164,238
11,181,227
12,194,211
13,200,192
14,203,172
15,207,152
16,210,131
17,70,108
18,79,100
19,90,97
20,103,99
21,113,104
22,141,105
23,153,100
24,166,99
25,179,103
26,190,112
27,126,119
28,125,132
29,125,145
30,124,158
31,110,166
32,117,168
33,125,171
34,133,169
35,140,167
36,83,122
37,91,117
38,100,117
39,108,124
40,100,123
41,91,123
42,147,124
43,155,118
44,164,118
45,173,123
46,165,124
47,156,124
48,91,188
49,103,182
50,117,179
51,126,181
52,136,179
53,151,183
54,166,189
55,152,203
56,137,209
57,126,209
58,116,208
59,103,201
60,95,188
61,116,186
62,126,186
63,136,186
64,162,189
65,136,200
66,126,200
67,116,199
