,x,y
0,29,66
1,29,87
2,33,107
3,39,126
4,46,145
5,55,163
6,68,178
7,82,190
8,102,193
9,123,190
10,141,179
11,156,165
12,168,148
13,177,128
14,183,107
15,187,86
16,188,63
17,32,39
18,41,29
19,54,26
20,68,27
21,81,32
22,110,35
23,125,28
24,142,26
25,158,28
26,171,37
27,96,54
28,95,68
29,94,82
30,94,96
31,80,110
32,88,112
33,96,113
34,104,111
35,113,109
36,45,62
37,54,56
38,66,55
39,76,62
40,66,65
41,53,66
42,121,61
43,133,53
44,145,53
45,155,59
46,145,64
47,132,64
48,72,146
49,79,137
50,89,130
51,97,133
52,104,130
53,116,135
54,127,143
55,117,156
56,106,161
57,98,163
58,89,162
59,80,157
60,78,145
61,89,141
62,97,142
63,105,141
64,120,143
65,105,145
66,97,146
67,89,145
