,x,y
0,17,54
1,18,76
2,21,99
3,26,121
4,35,141
5,49,158
6,64,173
7,82,184
8,101,185
9,119,181
10,136,169
11,150,155
12,161,140
13,170,121
14,176,100
15,178,80
16,176,60
17,27,39
18,41,34
19,56,35
20,71,39
21,85,47
22,114,47
23,126,41
24,139,37
25,153,35
26,166,39
27,98,59
28,98,77
29,98,95
30,98,113
31,82,117
32,89,120
33,98,124
34,107,120
35,115,116
36,44,55
37,53,50
38,65,52
39,75,62
40,63,63
41,52,62
42,123,62
43,131,53
44,143,52
45,153,57
46,144,62
47,133,63
48,65,134
49,78,133
50,90,131
51,98,134
52,107,131
53,118,130
54,130,131
55,119,143
56,108,150
57,100,151
58,90,151
59,78,147
60,70,136
61,90,139
62,99,139
63,107,137
64,125,132
65,108,138
66,99,140
67,90,139
