,x,y
0,-8,65
1,-7,88
2,-5,112
3,-2,135
4,4,158
5,20,176
6,43,188
7,69,196
8,95,200
9,118,198
10,136,187
11,150,171
12,159,151
13,163,131
14,166,110
15,167,91
16,165,71
17,16,33
18,32,24
19,50,22
20,68,26
21,83,35
22,114,38
23,127,31
24,140,28
25,153,32
26,161,41
27,101,58
28,103,71
29,106,84
30,109,97
31,87,111
32,96,114
33,104,116
34,110,115
35,116,114
36,33,57
37,46,50
38,60,51
39,70,63
40,58,65
41,44,64
42,118,68
43,130,57
44,143,56
45,151,66
46,144,71
47,131,70
48,56,135
49,76,129
50,93,126
51,102,130
52,112,128
53,124,134
54,132,143
55,121,154
56,109,157
57,98,156
58,88,154
59,73,147
60,63,136
61,91,137
62,101,140
63,111,140
64,126,143
65,110,143
66,100,143
67,90,140
