,x,y
0,19,62
1,18,83
2,19,104
3,23,125
4,31,145
5,42,160
6,57,173
7,73,184
8,91,187
9,109,184
10,124,174
11,137,160
12,147,144
13,155,125
14,160,105
15,164,85
16,164,64
17,28,40
18,39,31
19,54,29
20,70,30
21,84,36
22,114,38
23,127,32
24,142,30
25,156,33
26,165,44
27,99,57
28,100,72
29,101,87
30,101,103
31,84,114
32,92,116
33,100,118
34,107,116
35,114,114
36,41,59
37,52,53
38,64,53
39,74,62
40,63,65
41,50,64
42,121,63
43,131,53
44,143,53
45,152,59
46,143,64
47,131,65
48,68,140
49,80,133
50,91,130
51,99,132
52,105,130
53,115,134
54,124,140
55,115,152
56,105,158
57,98,158
58,89,157
59,79,151
60,74,140
61,91,138
62,98,139
63,105,139
64,118,141
65,105,144
66,98,144
67,90,143
