,x,y
0,-1,71
1,3,95
2,6,118
3,10,141
4,17,163
5,30,182
6,50,195
7,72,202
8,98,203
9,122,200
10,141,192
11,157,177
12,168,158
13,172,136
14,176,114
15,180,93
16,182,70
17,21,53
18,33,40
19,51,33
20,70,33
21,88,39
22,114,41
23,129,35
24,146,35
25,163,43
26,172,57
27,101,56
28,103,70
29,104,83
30,105,98
31,82,110
32,92,113
33,102,116
34,110,113
35,119,110
36,40,64
37,50,58
38,61,57
39,73,64
40,61,65
41,50,66
42,121,64
43,132,58
44,143,59
45,153,65
46,143,67
47,132,67
48,53,139
49,69,132
50,87,129
51,100,131
52,112,129
53,126,132
54,137,139
55,125,153
56,111,160
57,98,162
58,85,160
59,68,153
60,58,139
61,86,136
62,99,137
63,112,136
64,132,140
65,111,149
66,98,151
67,85,149
