,X,Y
0,48,125
1,50,143
2,52,160
3,56,177
4,63,194
5,75,208
6,90,220
7,108,229
8,128,231
9,146,227
10,160,216
11,171,203
12,178,189
13,182,172
14,185,157
15,187,141
16,187,126
17,68,107
18,80,100
19,94,99
20,109,102
21,121,108
22,141,107
23,152,102
24,164,100
25,175,101
26,182,108
27,132,118
28,133,129
29,134,139
30,136,150
31,119,161
32,126,162
33,133,164
34,139,162
35,144,161
36,83,122
37,91,117
38,101,117
39,109,123
40,100,125
41,91,125
42,147,123
43,155,117
44,164,116
45,171,122
46,165,125
47,156,125
48,100,183
49,113,182
50,124,181
51,131,183
52,138,181
53,146,183
54,154,185
55,145,194
56,137,197
57,130,198
58,122,197
59,112,194
60,105,185
61,123,185
62,131,186
63,137,185
64,151,186
65,137,189
66,130,190
67,123,189
