,x,y
0,8,57
1,8,81
2,9,106
3,11,130
4,19,152
5,35,171
6,53,188
7,75,199
8,99,202
9,122,200
10,142,187
11,159,170
12,173,151
13,181,128
14,185,104
15,187,80
16,186,56
17,25,41
18,38,33
19,53,32
20,69,35
21,83,41
22,115,39
23,129,34
24,143,32
25,157,33
26,169,39
27,99,60
28,100,77
29,100,95
30,100,112
31,79,115
32,89,119
33,99,124
34,109,120
35,119,116
36,44,58
37,55,54
38,66,56
39,76,63
40,65,63
41,53,62
42,120,64
43,129,56
44,141,56
45,151,59
46,142,63
47,131,64
48,49,129
49,67,130
50,85,131
51,98,133
52,111,131
53,128,131
54,145,130
55,129,154
56,112,164
57,98,166
58,84,164
59,65,153
60,54,132
61,85,136
62,98,138
63,111,136
64,139,133
65,112,154
66,98,156
67,85,154
