,X,Y
0,53,110
1,56,131
2,59,152
3,62,173
4,69,192
5,80,209
6,93,224
7,110,235
8,129,239
9,147,235
10,162,222
11,174,207
12,182,190
13,188,172
14,192,154
15,195,135
16,197,115
17,66,113
18,76,108
19,89,108
20,102,111
21,114,117
22,141,117
23,154,112
24,166,109
25,179,108
26,188,115
27,130,124
28,130,137
29,131,150
30,131,163
31,114,168
32,122,171
33,130,173
34,137,171
35,143,169
36,83,121
37,91,117
38,101,118
39,109,124
40,100,125
41,90,125
42,146,124
43,154,118
44,164,117
45,172,121
46,165,125
47,156,125
48,98,186
49,111,188
50,121,188
51,128,190
52,136,188
53,146,189
54,158,186
55,147,198
56,137,203
57,129,204
58,121,203
59,110,198
60,103,188
61,121,193
62,128,194
63,136,193
64,154,189
65,136,193
66,128,194
67,121,193
