,x,y
0,12,52
1,15,73
2,19,94
3,23,115
4,29,136
5,42,154
6,58,170
7,77,184
8,98,188
9,119,185
10,139,172
11,157,158
12,171,140
13,177,119
14,180,97
15,184,75
16,186,53
17,26,39
18,38,32
19,53,31
20,67,34
21,81,39
22,115,38
23,129,32
24,143,29
25,158,31
26,171,38
27,98,58
28,98,74
29,98,89
30,98,105
31,82,113
32,90,116
33,98,118
34,106,116
35,114,114
36,44,59
37,54,54
38,65,55
39,74,63
40,64,64
41,53,63
42,123,63
43,132,54
44,143,53
45,153,58
46,145,63
47,133,64
48,65,136
49,78,132
50,90,130
51,98,132
52,107,130
53,119,133
54,132,136
55,119,148
56,107,153
57,98,154
58,89,153
59,77,147
60,71,137
61,90,140
62,98,141
63,107,140
64,126,138
65,107,140
66,98,141
67,89,140
