,x,y
0,10,54
1,11,78
2,15,100
3,18,124
4,25,146
5,37,167
6,54,185
7,73,200
8,96,203
9,121,201
10,142,190
11,161,173
12,177,153
13,186,130
14,191,106
15,194,81
16,196,54
17,24,47
18,33,34
19,48,30
20,64,32
21,79,38
22,115,38
23,130,31
24,147,30
25,163,35
26,174,47
27,96,57
28,95,74
29,94,91
30,94,109
31,79,114
32,87,119
33,95,123
34,105,118
35,114,114
36,44,59
37,54,53
38,66,53
39,77,61
40,65,62
41,54,62
42,121,61
43,132,54
44,144,54
45,154,60
46,144,64
47,132,63
48,63,134
49,76,133
50,88,132
51,98,134
52,109,132
53,122,132
54,136,135
55,123,150
56,109,158
57,98,159
58,87,158
59,75,150
60,68,136
61,88,138
62,98,139
63,109,138
64,131,137
65,109,147
66,98,148
67,88,147
