,X,Y
0,62,126
1,63,144
2,66,162
3,70,179
4,76,196
5,86,211
6,97,225
7,111,238
8,129,242
9,147,239
10,162,227
11,176,213
12,185,196
13,191,177
14,193,159
15,195,140
16,197,121
17,72,118
18,81,111
19,93,110
20,105,111
21,117,115
22,136,115
23,147,111
24,159,108
25,171,110
26,181,116
27,126,122
28,126,136
29,126,149
30,126,162
31,113,167
32,119,170
33,127,173
34,134,170
35,140,167
36,87,122
37,94,118
38,102,118
39,109,123
40,101,124
41,93,124
42,145,123
43,152,117
44,160,117
45,167,121
46,161,123
47,153,123
48,104,192
49,112,189
50,121,187
51,128,189
52,134,186
53,143,188
54,152,191
55,144,200
56,136,205
57,128,206
58,121,205
59,112,201
60,107,193
61,121,191
62,128,192
63,134,191
64,148,192
65,135,198
66,128,199
67,121,198
