,X,Y
0,59,115
1,60,135
2,62,155
3,67,174
4,73,192
5,84,208
6,96,221
7,111,231
8,128,233
9,144,230
10,157,218
11,167,203
12,176,187
13,182,170
14,186,152
15,189,133
16,190,115
17,72,111
18,82,102
19,95,101
20,108,104
21,121,108
22,137,108
23,149,104
24,161,101
25,173,103
26,182,111
27,130,122
28,130,135
29,130,147
30,130,160
31,115,169
32,122,171
33,130,172
34,137,171
35,144,169
36,86,121
37,94,118
38,103,118
39,110,123
40,102,124
41,94,124
42,146,123
43,154,118
44,162,118
45,169,121
46,163,124
47,154,124
48,103,192
49,113,187
50,123,184
51,130,187
52,137,184
53,146,187
54,153,192
55,146,200
56,138,205
57,130,206
58,122,205
59,113,201
60,107,193
61,123,193
62,130,194
63,138,192
64,149,192
65,137,194
66,130,196
67,122,194
