,x,y
0,11,74
1,11,97
2,15,120
3,19,142
4,24,164
5,34,183
6,52,197
7,74,204
8,100,205
9,127,204
10,151,197
11,170,184
12,182,165
13,188,142
14,191,119
15,194,96
16,195,72
17,22,53
18,31,38
19,48,30
20,66,30
21,85,35
22,109,35
23,129,30
24,148,30
25,167,37
26,178,52
27,97,54
28,97,68
29,97,81
30,96,95
31,84,110
32,91,112
33,98,113
34,105,112
35,112,110
36,45,63
37,54,57
38,66,56
39,77,62
40,66,65
41,54,66
42,121,61
43,132,55
44,144,56
45,154,63
46,144,65
47,132,64
48,65,144
49,77,135
50,89,130
51,99,133
52,108,131
53,121,136
54,135,144
55,121,151
56,109,154
57,98,154
58,88,154
59,76,151
60,70,144
61,89,139
62,99,140
63,108,140
64,129,144
65,108,142
66,99,142
67,88,141
