,x,y
0,40,70
1,37,89
2,39,110
3,44,130
4,50,150
5,58,168
6,70,183
7,83,194
8,102,197
9,125,195
10,149,187
11,174,178
12,193,162
13,204,139
14,208,113
15,209,89
16,208,65
17,39,42
18,46,34
19,57,31
20,69,33
21,80,39
22,108,38
23,123,30
24,140,27
25,157,28
26,173,33
27,91,57
28,88,71
29,85,85
30,82,100
31,77,115
32,83,118
33,90,119
34,99,115
35,109,111
36,52,65
37,59,58
38,69,57
39,78,64
40,68,67
41,58,68
42,125,61
43,135,53
44,146,52
45,157,57
46,147,61
47,136,62
48,69,145
49,76,136
50,86,131
51,94,132
52,103,129
53,119,130
54,138,136
55,122,146
56,107,152
57,97,155
58,89,155
59,79,153
60,74,145
61,87,141
62,95,141
63,104,139
64,133,137
65,105,139
66,96,141
67,87,142
