,X,Y
0,53,125
1,52,144
2,54,164
3,58,185
4,66,203
5,79,219
6,93,234
7,111,245
8,130,247
9,148,242
10,162,229
11,174,214
12,183,197
13,190,180
14,193,163
15,194,145
16,192,127
17,72,105
18,81,99
19,93,98
20,105,99
21,115,104
22,145,103
23,154,98
24,166,96
25,177,97
26,185,103
27,130,121
28,130,134
29,130,148
30,130,161
31,114,170
32,122,172
33,130,174
34,138,172
35,146,169
36,84,122
37,92,118
38,101,118
39,110,124
40,100,124
41,92,124
42,148,123
43,156,117
44,165,117
45,172,121
46,165,124
47,156,124
48,93,186
49,106,183
50,120,182
51,130,183
52,140,182
53,153,183
54,163,185
55,153,202
56,140,211
57,130,212
58,119,211
59,105,204
60,97,188
61,120,188
62,130,188
63,140,187
64,159,187
65,140,200
66,130,202
67,119,201
