,X,Y
0,61,130
1,61,148
2,62,167
3,63,186
4,66,205
5,75,221
6,89,234
7,106,243
8,127,247
9,150,244
10,170,236
11,187,224
12,200,210
13,205,191
14,207,172
15,209,152
16,211,131
17,72,116
18,78,104
19,90,99
20,103,98
21,115,102
22,135,101
23,148,96
24,164,95
25,178,101
26,188,113
27,123,116
28,123,128
29,122,141
30,121,154
31,110,165
32,116,167
33,122,168
34,129,167
35,137,165
36,88,123
37,94,118
38,102,117
39,110,122
40,102,123
41,94,124
42,144,121
43,153,116
44,162,116
45,170,121
46,162,123
47,153,122
48,99,193
49,106,187
50,115,185
51,123,186
52,130,184
53,142,186
54,155,191
55,143,200
56,132,204
57,124,205
58,116,204
59,107,201
60,103,193
61,115,189
62,123,190
63,130,189
64,151,191
65,131,196
66,124,197
67,116,196
