,X,Y
0,50,127
1,52,146
2,55,165
3,59,184
4,65,201
5,76,216
6,90,228
7,106,237
8,124,240
9,143,238
10,158,229
11,169,216
12,178,200
13,184,182
14,187,164
15,191,146
16,193,127
17,72,111
18,80,102
19,93,98
20,106,98
21,118,102
22,141,101
23,152,96
24,165,96
25,176,101
26,182,110
27,130,117
28,130,128
29,131,139
30,131,150
31,119,163
32,125,164
33,130,165
34,135,164
35,140,163
36,87,122
37,94,117
38,103,117
39,110,122
40,103,124
41,94,124
42,146,122
43,154,116
44,162,116
45,169,122
46,163,124
47,154,123
48,104,192
49,113,182
50,123,177
51,130,179
52,137,177
53,146,183
54,152,194
55,145,201
56,136,205
57,128,206
58,120,205
59,111,200
60,108,191
61,122,185
62,129,185
63,137,185
64,148,193
65,136,196
66,128,196
67,121,195
