,x,y
0,13,69
1,15,91
2,19,113
3,23,134
4,29,155
5,41,174
6,56,190
7,76,200
8,100,202
9,123,200
10,141,187
11,155,170
12,164,150
13,169,128
14,173,107
15,177,85
16,179,63
17,28,59
18,38,45
19,55,38
20,73,35
21,91,39
22,107,39
23,124,35
24,142,36
25,158,43
26,167,58
27,99,55
28,99,69
29,99,83
30,98,98
31,81,110
32,89,113
33,98,116
34,108,113
35,117,110
36,49,62
37,57,56
38,67,55
39,78,61
40,68,62
41,58,63
42,119,60
43,129,55
44,139,55
45,147,60
46,138,62
47,129,61
48,67,141
49,77,137
50,89,135
51,98,137
52,107,135
53,119,137
54,130,142
55,119,149
56,108,153
57,98,153
58,88,152
59,77,148
60,71,141
61,89,140
62,98,142
63,107,141
64,126,142
65,107,142
66,98,143
67,89,141
