,x,y
0,3,48
1,5,74
2,8,99
3,12,124
4,22,148
5,37,168
6,55,186
7,74,200
8,95,202
9,114,197
10,129,181
11,143,162
12,156,141
13,165,120
14,169,97
15,173,74
16,176,50
17,21,45
18,36,39
19,52,40
20,68,43
21,83,50
22,118,51
23,130,44
24,144,41
25,158,40
26,170,45
27,100,63
28,100,80
29,101,97
30,102,114
31,78,115
32,89,118
33,100,122
34,110,119
35,119,115
36,40,59
37,51,55
38,63,56
39,73,64
40,61,64
41,49,64
42,123,64
43,133,56
44,144,55
45,154,60
46,145,64
47,134,65
48,51,128
49,69,130
50,87,132
51,99,134
52,110,132
53,125,129
54,140,126
55,126,149
56,111,160
57,99,163
58,86,161
59,68,152
60,55,131
61,87,135
62,99,137
63,110,134
64,135,130
65,110,152
66,99,155
67,86,153
