,X,Y
0,61,126
1,62,145
2,64,164
3,65,183
4,70,201
5,80,216
6,94,228
7,110,237
8,127,241
9,145,238
10,160,229
11,174,216
12,183,201
13,188,183
14,190,164
15,192,146
16,193,127
17,70,110
18,78,102
19,90,99
20,103,100
21,115,105
22,141,105
23,152,100
24,165,100
25,177,104
26,185,113
27,127,118
28,127,131
29,127,143
30,127,156
31,112,163
32,119,166
33,127,169
34,135,166
35,142,163
36,83,122
37,91,119
38,99,118
39,108,122
40,99,123
41,91,123
42,146,122
43,155,118
44,163,119
45,171,122
46,163,123
47,155,123
48,95,186
49,107,181
50,119,180
51,128,181
52,136,179
53,148,180
54,159,184
55,149,197
56,138,201
57,128,202
58,119,202
59,107,197
60,99,186
61,119,184
62,128,184
63,137,183
64,155,185
65,137,194
66,128,195
67,119,194
