,x,y
0,41,64
1,40,85
2,43,106
3,48,126
4,55,146
5,64,166
6,75,184
7,87,199
8,108,203
9,132,202
10,155,193
11,177,179
12,194,161
13,204,136
14,207,109
15,210,81
16,211,53
17,38,37
18,44,28
19,54,27
20,65,27
21,77,32
22,110,30
23,127,24
24,145,22
25,163,25
26,178,34
27,92,54
28,90,70
29,87,86
30,85,102
31,76,113
32,83,115
33,92,117
34,103,114
35,114,111
36,50,61
37,57,55
38,67,56
39,77,62
40,67,65
41,56,65
42,124,59
43,134,52
44,146,52
45,158,57
46,147,62
47,135,62
48,73,142
49,79,133
50,88,128
51,97,130
52,107,127
53,124,131
54,141,140
55,128,162
56,111,171
57,100,172
58,90,170
59,80,161
60,78,143
61,89,137
62,98,137
63,108,136
64,136,141
65,110,155
66,99,156
67,90,154
