,x,y
0,25,70
1,24,90
2,27,110
3,31,129
4,40,148
5,53,166
6,67,182
7,83,197
8,103,202
9,125,199
10,147,188
11,168,173
12,185,156
13,196,136
14,201,114
15,202,90
16,201,66
17,27,46
18,36,34
19,51,33
20,66,37
21,79,44
22,110,42
23,125,34
24,142,31
25,159,34
26,174,43
27,94,59
28,93,76
29,92,92
30,90,109
31,76,115
32,85,118
33,94,122
34,104,118
35,115,116
36,44,60
37,54,54
38,66,55
39,77,64
40,65,64
41,53,63
42,122,64
43,133,55
44,146,54
45,157,60
46,147,64
47,134,64
48,61,132
49,73,130
50,86,129
51,97,132
52,109,130
53,128,131
54,147,133
55,129,153
56,111,163
57,98,164
58,86,162
59,73,152
60,66,134
61,86,135
62,97,137
63,110,136
64,142,134
65,111,151
66,98,152
67,86,150
